Dates,san,bbva
28/11/2000,9.6287,15.0068
29/11/2000,9.4453,15.0164
30/11/2000,9.7204,14.9491
01/12/2000,9.427,14.7858
04/12/2000,9.3995,14.6225
05/12/2000,9.1152,14.3631
06/12/2000,9.1152,14.3631
07/12/2000,9.4912,14.8819
08/12/2000,9.4912,14.8819
11/12/2000,10.0322,15.2566
12/12/2000,10.2431,15.3718
13/12/2000,10.3165,15.5063
14/12/2000,10.1789,15.1797
15/12/2000,9.9222,14.9875
18/12/2000,9.8305,14.9683
19/12/2000,9.6929,14.5456
20/12/2000,9.7571,14.6032
21/12/2000,9.537,14.1229
22/12/2000,9.6746,14.2286
25/12/2000,9.6746,14.2286
26/12/2000,9.6746,14.2286
27/12/2000,9.7388,14.4399
28/12/2000,10.0964,14.8819
29/12/2000,10.2706,15.0836
01/01/2001,10.2706,15.0836
02/01/2001,10.344,15.2758
03/01/2001,10.1056,14.5168
04/01/2001,10.775,15.2277
05/01/2001,10.8117,15.6793
08/01/2001,10.7475,15.785
09/01/2001,10.8942,15.9963
10/01/2001,10.8667,16.0732
11/01/2001,10.8667,15.564
12/01/2001,10.9767,15.9483
15/01/2001,11.0318,16.102
16/01/2001,11.0409,16.0155
17/01/2001,11.0043,15.8714
18/01/2001,11.1785,16.1981
19/01/2001,11.3436,16.5728
22/01/2001,10.8209,16.1596
23/01/2001,10.8759,16.1596
24/01/2001,11.1418,16.4959
25/01/2001,11.0593,16.2077
26/01/2001,11.0043,16.2845
29/01/2001,11.096,16.1981
30/01/2001,10.6374,16.0444
31/01/2001,10.72,16.1404
01/02/2001,10.8117,16.4287
02/02/2001,10.9126,16.4287
05/02/2001,10.5549,15.9483
06/02/2001,10.6833,16.1789
07/02/2001,10.5549,16.0444
08/02/2001,10.7933,16.1981
09/02/2001,10.8209,16.1981
12/02/2001,10.7292,15.8522
13/02/2001,11.0043,16.3134
14/02/2001,10.9492,16.2365
15/02/2001,10.6833,16.0924
16/02/2001,10.9309,16.1404
19/02/2001,10.72,15.8618
20/02/2001,10.8759,16.0828
21/02/2001,10.5641,15.8522
22/02/2001,10.1789,15.3814
23/02/2001,10.3073,15.5352
26/02/2001,10.1789,15.3526
27/02/2001,10.3623,15.7081
28/02/2001,10.1881,15.4775
01/03/2001,10.2248,15.5448
02/03/2001,10.0414,15.3814
05/03/2001,10.0964,15.343
06/03/2001,10.344,15.516
07/03/2001,10.3165,15.6312
08/03/2001,10.5366,15.9867
09/03/2001,10.4082,15.9867
12/03/2001,10.3348,15.612
13/03/2001,9.9955,15.1989
14/03/2001,10.1056,15.4295
15/03/2001,9.8855,15.1317
16/03/2001,9.7479,15.2181
19/03/2001,9.5279,14.9972
20/03/2001,9.4545,14.6801
21/03/2001,9.2619,14.5168
22/03/2001,9.0143,13.6521
23/03/2001,8.7209,13.508
26/03/2001,9.1335,13.8347
27/03/2001,9.161,14.1997
28/03/2001,9.5554,14.6513
29/03/2001,9.1335,14.4207
30/03/2001,9.3353,14.5744
02/04/2001,9.5829,15.0836
03/04/2001,9.3444,14.5264
04/04/2001,9.0143,14.0941
05/04/2001,9.2986,14.4399
06/04/2001,9.6746,14.8434
09/04/2001,9.4362,14.3535
10/04/2001,9.6929,14.7378
11/04/2001,9.8121,14.8434
12/04/2001,9.913,14.7858
13/04/2001,9.913,14.7858
16/04/2001,9.913,14.7858
17/04/2001,9.8488,14.9011
18/04/2001,9.9955,14.9875
19/04/2001,10.3165,15.4775
20/04/2001,10.1331,15.1797
23/04/2001,9.6287,14.5264
24/04/2001,9.4362,14.3727
25/04/2001,9.5279,14.6129
26/04/2001,9.5829,14.6993
27/04/2001,9.9497,14.8915
30/04/2001,10.1147,15.1317
01/05/2001,10.1147,15.1317
02/05/2001,10.1606,15.4967
03/05/2001,10.0872,15.1317
04/05/2001,9.9038,14.9587
07/05/2001,10.0322,15.1893
08/05/2001,9.9313,15.1509
09/05/2001,9.9038,15.0356
10/05/2001,10.1423,15.1317
11/05/2001,10.3257,15.4583
14/05/2001,10.2156,15.3142
15/05/2001,10.2156,15.3718
16/05/2001,10.1789,15.3142
17/05/2001,10.2982,15.612
18/05/2001,10.399,15.6601
21/05/2001,10.3257,15.6697
22/05/2001,10.3807,15.6985
23/05/2001,10.1789,15.4295
24/05/2001,10.2248,15.3911
25/05/2001,10.2615,15.4487
28/05/2001,10.0781,15.2181
29/05/2001,10.1606,15.3334
30/05/2001,10.0414,15.2854
31/05/2001,10.023,15.3142
01/06/2001,10.2523,15.4391
04/06/2001,10.1973,15.3718
05/06/2001,10.2706,15.564
06/06/2001,10.3532,15.564
07/06/2001,10.3257,15.5256
08/06/2001,10.3073,15.516
11/06/2001,10.2248,15.4391
12/06/2001,10.3073,15.5544
13/06/2001,10.1698,15.3334
14/06/2001,10.1331,15.3238
15/06/2001,10.1056,15.3142
18/06/2001,9.9955,15.0836
19/06/2001,9.7938,14.9011
20/06/2001,9.8763,14.9875
21/06/2001,9.9772,15.1028
22/06/2001,9.7938,14.9875
25/06/2001,9.7296,14.8242
26/06/2001,9.7296,14.7858
27/06/2001,9.7204,14.5072
28/06/2001,9.803,14.4399
